"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC7: Test verify test cases page","830","verifyTestCasesPage","Regression Suite","Wed Feb 11 12:50:05 UTC 2026","passed","Wed Feb 11 12:50:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC12: Test add product in Cart","3158","addProductInCart","Regression Suite","Wed Feb 11 12:48:52 UTC 2026","passed","Wed Feb 11 12:48:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC10: Verify subscription in home page","425","subscriptionInHomePage","Regression Suite","Wed Feb 11 12:50:01 UTC 2026","passed","Wed Feb 11 12:50:01 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC2: Test login user successfully with correct email and password","6749","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Wed Feb 11 12:49:10 UTC 2026","passed","Wed Feb 11 12:49:17 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC9: Test search product","1532","searchProduct","Regression Suite","Wed Feb 11 12:49:56 UTC 2026","passed","Wed Feb 11 12:49:58 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC4: Test logout user successfully","6578","logoutUser","Regression Suite","Wed Feb 11 12:49:31 UTC 2026","passed","Wed Feb 11 12:49:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC6: Test contact us form","13096","contactUsForm","Regression Suite","Wed Feb 11 12:48:56 UTC 2026","failed","Wed Feb 11 12:49:09 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC5: Test register user with existing email","8633","registerUserWithExistingEmail","Regression Suite","Wed Feb 11 12:49:46 UTC 2026","passed","Wed Feb 11 12:49:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC1: Test register user and delete user account successfully","6144","registerAndDeleteUserAccountSuccessfully","Regression Suite","Wed Feb 11 12:49:39 UTC 2026","passed","Wed Feb 11 12:49:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC3: Test login user unsuccessfully with incorrect email and password","11994","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Wed Feb 11 12:49:18 UTC 2026","broken","Wed Feb 11 12:49:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC11: Verify subscription in Cart page","1475","subscriptionInCartPage","Regression Suite","Wed Feb 11 12:49:59 UTC 2026","passed","Wed Feb 11 12:50:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC8: Test verify all products and product detail page","1578","verifyAllProductAndProductDetailPage","Regression Suite","Wed Feb 11 12:50:03 UTC 2026","passed","Wed Feb 11 12:50:04 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
