"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC7: Test verify test cases page","462","verifyTestCasesPage","Regression Suite","Sun Jan 18 17:14:39 UTC 2026","passed","Sun Jan 18 17:14:39 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC6: Test contact us form","2314","contactUsForm","Regression Suite","Sun Jan 18 17:13:44 UTC 2026","passed","Sun Jan 18 17:13:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC3: Test login user unsuccessfully with incorrect email and password","1259","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Jan 18 17:13:56 UTC 2026","passed","Sun Jan 18 17:13:57 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","7215","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Jan 18 17:14:08 UTC 2026","passed","Sun Jan 18 17:14:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC2: Test login user successfully with correct email and password","6671","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Jan 18 17:13:48 UTC 2026","passed","Sun Jan 18 17:13:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC9: Test search product","1890","searchProduct","Regression Suite","Sun Jan 18 17:14:28 UTC 2026","passed","Sun Jan 18 17:14:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC4: Test logout user successfully","7824","logoutUser","Regression Suite","Sun Jan 18 17:13:59 UTC 2026","passed","Sun Jan 18 17:14:07 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC5: Test register user with existing email","9741","registerUserWithExistingEmail","Regression Suite","Sun Jan 18 17:14:17 UTC 2026","passed","Sun Jan 18 17:14:27 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC8: Test verify all products and product detail page","1576","verifyAllProductAndProductDetailPage","Regression Suite","Sun Jan 18 17:14:36 UTC 2026","passed","Sun Jan 18 17:14:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC10: Verify subscription in home page","392","subscriptionInHomePage","Regression Suite","Sun Jan 18 17:14:34 UTC 2026","passed","Sun Jan 18 17:14:34 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC12: Test add product in Cart","4181","addProductInCart","Regression Suite","Sun Jan 18 17:13:38 UTC 2026","passed","Sun Jan 18 17:13:43 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC11: Verify subscription in Cart page","980","subscriptionInCartPage","Regression Suite","Sun Jan 18 17:14:31 UTC 2026","passed","Sun Jan 18 17:14:32 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
