"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC3: Test login user unsuccessfully with incorrect email and password","1251","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Fri Feb 13 05:55:12 UTC 2026","passed","Fri Feb 13 05:55:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC4: Test logout user successfully","6503","logoutUser","Regression Suite","Fri Feb 13 05:55:14 UTC 2026","passed","Fri Feb 13 05:55:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC6: Test contact us form","2877","contactUsForm","Regression Suite","Fri Feb 13 05:54:59 UTC 2026","passed","Fri Feb 13 05:55:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC2: Test login user successfully with correct email and password","6906","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Fri Feb 13 05:55:03 UTC 2026","passed","Fri Feb 13 05:55:10 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC7: Test verify test cases page","560","verifyTestCasesPage","Regression Suite","Fri Feb 13 05:55:46 UTC 2026","passed","Fri Feb 13 05:55:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC5: Test register user with existing email","7117","registerUserWithExistingEmail","Regression Suite","Fri Feb 13 05:55:29 UTC 2026","passed","Fri Feb 13 05:55:36 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC12: Test add product in Cart","3598","addProductInCart","Regression Suite","Fri Feb 13 05:54:54 UTC 2026","passed","Fri Feb 13 05:54:58 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC10: Verify subscription in home page","505","subscriptionInHomePage","Regression Suite","Fri Feb 13 05:55:42 UTC 2026","passed","Fri Feb 13 05:55:43 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC1: Test register user and delete user account successfully","5302","registerAndDeleteUserAccountSuccessfully","Regression Suite","Fri Feb 13 05:55:22 UTC 2026","passed","Fri Feb 13 05:55:27 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC8: Test verify all products and product detail page","1354","verifyAllProductAndProductDetailPage","Regression Suite","Fri Feb 13 05:55:44 UTC 2026","passed","Fri Feb 13 05:55:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC9: Test search product","1422","searchProduct","Regression Suite","Fri Feb 13 05:55:37 UTC 2026","passed","Fri Feb 13 05:55:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC11: Verify subscription in Cart page","858","subscriptionInCartPage","Regression Suite","Fri Feb 13 05:55:40 UTC 2026","passed","Fri Feb 13 05:55:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
