"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC12: Test add product in Cart","2978","addProductInCart","Regression Suite","Sun Feb 15 23:18:38 UTC 2026","broken","Sun Feb 15 23:18:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC6: Test contact us form","2588","contactUsForm","Regression Suite","Sun Feb 15 23:18:43 UTC 2026","passed","Sun Feb 15 23:18:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC2: Test login user successfully with correct email and password","6952","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Feb 15 23:18:47 UTC 2026","passed","Sun Feb 15 23:18:53 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC7: Test verify test cases page","931","verifyTestCasesPage","Regression Suite","Sun Feb 15 23:19:32 UTC 2026","passed","Sun Feb 15 23:19:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC10: Verify subscription in home page","472","subscriptionInHomePage","Regression Suite","Sun Feb 15 23:19:27 UTC 2026","passed","Sun Feb 15 23:19:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC9: Test search product","1565","searchProduct","Regression Suite","Sun Feb 15 23:19:22 UTC 2026","passed","Sun Feb 15 23:19:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC11: Verify subscription in Cart page","1064","subscriptionInCartPage","Regression Suite","Sun Feb 15 23:19:25 UTC 2026","passed","Sun Feb 15 23:19:26 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC4: Test logout user successfully","7129","logoutUser","Regression Suite","Sun Feb 15 23:18:58 UTC 2026","passed","Sun Feb 15 23:19:05 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC1: Test register user and delete user account successfully","6281","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Feb 15 23:19:06 UTC 2026","passed","Sun Feb 15 23:19:12 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC5: Test register user with existing email","7255","registerUserWithExistingEmail","Regression Suite","Sun Feb 15 23:19:14 UTC 2026","passed","Sun Feb 15 23:19:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC8: Test verify all products and product detail page","1683","verifyAllProductAndProductDetailPage","Regression Suite","Sun Feb 15 23:19:29 UTC 2026","passed","Sun Feb 15 23:19:31 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC3: Test login user unsuccessfully with incorrect email and password","1476","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Feb 15 23:18:55 UTC 2026","passed","Sun Feb 15 23:18:56 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
