"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC11: Verify subscription in Cart page","871","subscriptionInCartPage","Regression Suite","Sun Feb 08 23:24:06 UTC 2026","passed","Sun Feb 08 23:24:07 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC6: Test contact us form","3260","contactUsForm","Regression Suite","Sun Feb 08 23:23:24 UTC 2026","passed","Sun Feb 08 23:23:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC2: Test login user successfully with correct email and password","6082","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Feb 08 23:23:29 UTC 2026","passed","Sun Feb 08 23:23:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC7: Test verify test cases page","482","verifyTestCasesPage","Regression Suite","Sun Feb 08 23:24:12 UTC 2026","passed","Sun Feb 08 23:24:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC12: Test add product in Cart","2482","addProductInCart","Regression Suite","Sun Feb 08 23:23:21 UTC 2026","broken","Sun Feb 08 23:23:23 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC1: Test register user and delete user account successfully","4754","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Feb 08 23:23:50 UTC 2026","broken","Sun Feb 08 23:23:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC8: Test verify all products and product detail page","1438","verifyAllProductAndProductDetailPage","Regression Suite","Sun Feb 08 23:24:10 UTC 2026","passed","Sun Feb 08 23:24:11 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC3: Test login user unsuccessfully with incorrect email and password","1238","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Feb 08 23:23:36 UTC 2026","passed","Sun Feb 08 23:23:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC10: Verify subscription in home page","417","subscriptionInHomePage","Regression Suite","Sun Feb 08 23:24:08 UTC 2026","passed","Sun Feb 08 23:24:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC4: Test logout user successfully","8978","logoutUser","Regression Suite","Sun Feb 08 23:23:39 UTC 2026","passed","Sun Feb 08 23:23:48 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC5: Test register user with existing email","5979","registerUserWithExistingEmail","Regression Suite","Sun Feb 08 23:23:56 UTC 2026","passed","Sun Feb 08 23:24:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC9: Test search product","1635","searchProduct","Regression Suite","Sun Feb 08 23:24:03 UTC 2026","passed","Sun Feb 08 23:24:05 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
