"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC9: Test search product","2074","searchProduct","Regression Suite","Tue Feb 03 05:45:01 UTC 2026","passed","Tue Feb 03 05:45:03 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC7: Test verify test cases page","680","verifyTestCasesPage","Regression Suite","Tue Feb 03 05:45:12 UTC 2026","passed","Tue Feb 03 05:45:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC2: Test login user successfully with correct email and password","10058","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Tue Feb 03 05:44:20 UTC 2026","passed","Tue Feb 03 05:44:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC11: Verify subscription in Cart page","988","subscriptionInCartPage","Regression Suite","Tue Feb 03 05:45:05 UTC 2026","passed","Tue Feb 03 05:45:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC12: Test add product in Cart","3518","addProductInCart","Regression Suite","Tue Feb 03 05:44:11 UTC 2026","passed","Tue Feb 03 05:44:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC3: Test login user unsuccessfully with incorrect email and password","1506","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Tue Feb 03 05:44:32 UTC 2026","passed","Tue Feb 03 05:44:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC4: Test logout user successfully","7770","logoutUser","Regression Suite","Tue Feb 03 05:44:35 UTC 2026","passed","Tue Feb 03 05:44:42 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC6: Test contact us form","3003","contactUsForm","Regression Suite","Tue Feb 03 05:44:16 UTC 2026","passed","Tue Feb 03 05:44:19 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC8: Test verify all products and product detail page","2094","verifyAllProductAndProductDetailPage","Regression Suite","Tue Feb 03 05:45:09 UTC 2026","passed","Tue Feb 03 05:45:11 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC10: Verify subscription in home page","422","subscriptionInHomePage","Regression Suite","Tue Feb 03 05:45:07 UTC 2026","passed","Tue Feb 03 05:45:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC5: Test register user with existing email","8421","registerUserWithExistingEmail","Regression Suite","Tue Feb 03 05:44:52 UTC 2026","passed","Tue Feb 03 05:45:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC1: Test register user and delete user account successfully","6409","registerAndDeleteUserAccountSuccessfully","Regression Suite","Tue Feb 03 05:44:44 UTC 2026","passed","Tue Feb 03 05:44:50 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
