"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC2: Test login user successfully with correct email and password","6142","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Thu Feb 05 12:41:51 UTC 2026","passed","Thu Feb 05 12:41:57 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC8: Test verify all products and product detail page","1549","verifyAllProductAndProductDetailPage","Regression Suite","Thu Feb 05 12:42:26 UTC 2026","passed","Thu Feb 05 12:42:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC7: Test verify test cases page","432","verifyTestCasesPage","Regression Suite","Thu Feb 05 12:42:29 UTC 2026","passed","Thu Feb 05 12:42:29 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC3: Test login user unsuccessfully with incorrect email and password","1124","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Thu Feb 05 12:41:58 UTC 2026","passed","Thu Feb 05 12:41:59 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","5270","registerAndDeleteUserAccountSuccessfully","Regression Suite","Thu Feb 05 12:42:08 UTC 2026","passed","Thu Feb 05 12:42:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC6: Test contact us form","3307","contactUsForm","Regression Suite","Thu Feb 05 12:41:47 UTC 2026","passed","Thu Feb 05 12:41:50 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC10: Verify subscription in home page","423","subscriptionInHomePage","Regression Suite","Thu Feb 05 12:42:25 UTC 2026","passed","Thu Feb 05 12:42:26 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC11: Verify subscription in Cart page","802","subscriptionInCartPage","Regression Suite","Thu Feb 05 12:42:23 UTC 2026","passed","Thu Feb 05 12:42:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC4: Test logout user successfully","5986","logoutUser","Regression Suite","Thu Feb 05 12:42:00 UTC 2026","passed","Thu Feb 05 12:42:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC5: Test register user with existing email","5659","registerUserWithExistingEmail","Regression Suite","Thu Feb 05 12:42:14 UTC 2026","passed","Thu Feb 05 12:42:20 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC12: Test add product in Cart","2510","addProductInCart","Regression Suite","Thu Feb 05 12:41:43 UTC 2026","broken","Thu Feb 05 12:41:46 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC9: Test search product","1444","searchProduct","Regression Suite","Thu Feb 05 12:42:21 UTC 2026","passed","Thu Feb 05 12:42:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
