"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC9: Test search product","1615","searchProduct","Regression Suite","Thu Jan 22 05:23:22 UTC 2026","passed","Thu Jan 22 05:23:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC8: Test verify all products and product detail page","1792","verifyAllProductAndProductDetailPage","Regression Suite","Thu Jan 22 05:23:29 UTC 2026","passed","Thu Jan 22 05:23:31 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC7: Test verify test cases page","755","verifyTestCasesPage","Regression Suite","Thu Jan 22 05:23:33 UTC 2026","passed","Thu Jan 22 05:23:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC10: Verify subscription in home page","433","subscriptionInHomePage","Regression Suite","Thu Jan 22 05:23:28 UTC 2026","passed","Thu Jan 22 05:23:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC6: Test contact us form","2721","contactUsForm","Regression Suite","Thu Jan 22 05:22:43 UTC 2026","passed","Thu Jan 22 05:22:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC11: Verify subscription in Cart page","1133","subscriptionInCartPage","Regression Suite","Thu Jan 22 05:23:25 UTC 2026","passed","Thu Jan 22 05:23:26 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC5: Test register user with existing email","6952","registerUserWithExistingEmail","Regression Suite","Thu Jan 22 05:23:14 UTC 2026","passed","Thu Jan 22 05:23:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC12: Test add product in Cart","3311","addProductInCart","Regression Suite","Thu Jan 22 05:22:38 UTC 2026","passed","Thu Jan 22 05:22:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC1: Test register user and delete user account successfully","6059","registerAndDeleteUserAccountSuccessfully","Regression Suite","Thu Jan 22 05:23:07 UTC 2026","passed","Thu Jan 22 05:23:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC4: Test logout user successfully","6932","logoutUser","Regression Suite","Thu Jan 22 05:22:59 UTC 2026","passed","Thu Jan 22 05:23:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC3: Test login user unsuccessfully with incorrect email and password","1648","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Thu Jan 22 05:22:56 UTC 2026","passed","Thu Jan 22 05:22:57 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC2: Test login user successfully with correct email and password","7770","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Thu Jan 22 05:22:47 UTC 2026","passed","Thu Jan 22 05:22:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
