"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","createDriver","Regression Suite","Fri Jan 09 10:11:22 UTC 2026","broken","Fri Jan 09 10:11:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","createDriver"
"Test verify all products and product detail page","0","verifyAllProductAndProductDetailPage","Regression Suite","Fri Jan 09 10:11:22 UTC 2026","skipped","Fri Jan 09 10:11:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"Test register user and delete user account successfully","0","registerAndDeleteUserAccountSuccessfully","Regression Suite","Fri Jan 09 10:11:21 UTC 2026","skipped","Fri Jan 09 10:11:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"Test login user successfully with correct email and password","1","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Fri Jan 09 10:11:21 UTC 2026","skipped","Fri Jan 09 10:11:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"Test register user with existing email","0","registerUserWithExistingEmail","Regression Suite","Fri Jan 09 10:11:21 UTC 2026","skipped","Fri Jan 09 10:11:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"Test logout user successfully","0","logoutUser","Regression Suite","Fri Jan 09 10:11:21 UTC 2026","skipped","Fri Jan 09 10:11:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"Test verify test cases page","1","verifyTestCasesPage","Regression Suite","Fri Jan 09 10:11:22 UTC 2026","skipped","Fri Jan 09 10:11:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"Verify subscription in home page","0","subcriptionInHomePage","Regression Suite","Fri Jan 09 10:11:22 UTC 2026","skipped","Fri Jan 09 10:11:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subcriptionInHomePage"
"Verify subscription in Cart page","0","subscriptionInCartPage","Regression Suite","Fri Jan 09 10:11:22 UTC 2026","skipped","Fri Jan 09 10:11:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"Test login user unsuccessfully with incorrect email and password","1","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Fri Jan 09 10:11:21 UTC 2026","skipped","Fri Jan 09 10:11:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"Test contact us form","1","contactUsForm","Regression Suite","Fri Jan 09 10:11:20 UTC 2026","skipped","Fri Jan 09 10:11:20 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"Test search product","0","searchProduct","Regression Suite","Fri Jan 09 10:11:21 UTC 2026","skipped","Fri Jan 09 10:11:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
