"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test login user unsuccessfully with incorrect email and password","1366","testLoginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Fri Jan 09 08:40:01 UTC 2026","passed","Fri Jan 09 08:40:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testLoginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"Test verify all products and product detail page","1470","testVerifyAllProductAndProductDetailPage","Regression Suite","Fri Jan 09 08:40:32 UTC 2026","passed","Fri Jan 09 08:40:34 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testVerifyAllProductAndProductDetailPage"
"Test contact us form","3085","testContactUsForm","Regression Suite","Fri Jan 09 08:39:48 UTC 2026","passed","Fri Jan 09 08:39:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testContactUsForm"
"Test logout user successfully","7573","testLogoutUser","Regression Suite","Fri Jan 09 08:40:04 UTC 2026","passed","Fri Jan 09 08:40:11 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testLogoutUser"
"Test login user successfully with correct email and password","6822","testLoginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Fri Jan 09 08:39:53 UTC 2026","passed","Fri Jan 09 08:39:59 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testLoginSuccessfullyWithCorrectEmailAndPassword"
"Test search product","1413","testSearchProduct","Regression Suite","Fri Jan 09 08:40:28 UTC 2026","passed","Fri Jan 09 08:40:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testSearchProduct"
"Verify subscription in home page","464","testSubcription","Regression Suite","Fri Jan 09 08:40:31 UTC 2026","passed","Fri Jan 09 08:40:31 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testSubcription"
"Test verify test cases page","685","testVerifyTestCasesPage","Regression Suite","Fri Jan 09 08:40:35 UTC 2026","passed","Fri Jan 09 08:40:36 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testVerifyTestCasesPage"
"Test register user with existing email","6935","testRegisterUserWithExistingEmail","Regression Suite","Fri Jan 09 08:40:20 UTC 2026","passed","Fri Jan 09 08:40:27 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testRegisterUserWithExistingEmail"
"Test register user and delete user account successfully","6139","testRegisterAndDeleteUserAccountSuccessfully","Regression Suite","Fri Jan 09 08:40:13 UTC 2026","passed","Fri Jan 09 08:40:19 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testRegisterAndDeleteUserAccountSuccessfully"
