"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC5: Test register user with existing email","14834","registerUserWithExistingEmail","Regression Suite","Wed Jan 21 23:19:16 UTC 2026","broken","Wed Jan 21 23:19:31 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC12: Test add product in Cart","3839","addProductInCart","Regression Suite","Wed Jan 21 23:18:37 UTC 2026","passed","Wed Jan 21 23:18:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC10: Verify subscription in home page","392","subscriptionInHomePage","Regression Suite","Wed Jan 21 23:19:39 UTC 2026","passed","Wed Jan 21 23:19:39 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC7: Test verify test cases page","544","verifyTestCasesPage","Regression Suite","Wed Jan 21 23:19:44 UTC 2026","passed","Wed Jan 21 23:19:44 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC2: Test login user successfully with correct email and password","7725","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Wed Jan 21 23:18:47 UTC 2026","passed","Wed Jan 21 23:18:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC9: Test search product","2001","searchProduct","Regression Suite","Wed Jan 21 23:19:33 UTC 2026","passed","Wed Jan 21 23:19:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC3: Test login user unsuccessfully with incorrect email and password","1444","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Wed Jan 21 23:18:56 UTC 2026","passed","Wed Jan 21 23:18:58 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC4: Test logout user successfully","7753","logoutUser","Regression Suite","Wed Jan 21 23:19:00 UTC 2026","passed","Wed Jan 21 23:19:07 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC8: Test verify all products and product detail page","1697","verifyAllProductAndProductDetailPage","Regression Suite","Wed Jan 21 23:19:41 UTC 2026","passed","Wed Jan 21 23:19:43 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC11: Verify subscription in Cart page","1489","subscriptionInCartPage","Regression Suite","Wed Jan 21 23:19:36 UTC 2026","passed","Wed Jan 21 23:19:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC1: Test register user and delete user account successfully","6175","registerAndDeleteUserAccountSuccessfully","Regression Suite","Wed Jan 21 23:19:09 UTC 2026","passed","Wed Jan 21 23:19:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC6: Test contact us form","2788","contactUsForm","Regression Suite","Wed Jan 21 23:18:43 UTC 2026","passed","Wed Jan 21 23:18:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
