"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC2: Test login user successfully with correct email and password","7227","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Feb 08 12:31:23 UTC 2026","passed","Sun Feb 08 12:31:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC9: Test search product","1459","searchProduct","Regression Suite","Sun Feb 08 12:31:57 UTC 2026","passed","Sun Feb 08 12:31:58 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC3: Test login user unsuccessfully with incorrect email and password","1165","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Feb 08 12:31:32 UTC 2026","passed","Sun Feb 08 12:31:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC11: Verify subscription in Cart page","763","subscriptionInCartPage","Regression Suite","Sun Feb 08 12:32:00 UTC 2026","passed","Sun Feb 08 12:32:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC1: Test register user and delete user account successfully","5577","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Feb 08 12:31:42 UTC 2026","passed","Sun Feb 08 12:31:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC7: Test verify test cases page","546","verifyTestCasesPage","Regression Suite","Sun Feb 08 12:32:07 UTC 2026","passed","Sun Feb 08 12:32:07 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC8: Test verify all products and product detail page","2005","verifyAllProductAndProductDetailPage","Regression Suite","Sun Feb 08 12:32:03 UTC 2026","passed","Sun Feb 08 12:32:05 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC6: Test contact us form","2495","contactUsForm","Regression Suite","Sun Feb 08 12:31:20 UTC 2026","passed","Sun Feb 08 12:31:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC10: Verify subscription in home page","365","subscriptionInHomePage","Regression Suite","Sun Feb 08 12:32:02 UTC 2026","passed","Sun Feb 08 12:32:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC12: Test add product in Cart","3141","addProductInCart","Regression Suite","Sun Feb 08 12:31:15 UTC 2026","passed","Sun Feb 08 12:31:18 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC4: Test logout user successfully","6356","logoutUser","Regression Suite","Sun Feb 08 12:31:34 UTC 2026","passed","Sun Feb 08 12:31:40 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC5: Test register user with existing email","7232","registerUserWithExistingEmail","Regression Suite","Sun Feb 08 12:31:48 UTC 2026","passed","Sun Feb 08 12:31:56 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
