"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC8: Test verify all products and product detail page","1379","verifyAllProductAndProductDetailPage","Regression Suite","Thu Feb 12 23:22:21 UTC 2026","passed","Thu Feb 12 23:22:23 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC7: Test verify test cases page","503","verifyTestCasesPage","Regression Suite","Thu Feb 12 23:22:24 UTC 2026","passed","Thu Feb 12 23:22:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC1: Test register user and delete user account successfully","5325","registerAndDeleteUserAccountSuccessfully","Regression Suite","Thu Feb 12 23:22:01 UTC 2026","passed","Thu Feb 12 23:22:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC4: Test logout user successfully","6634","logoutUser","Regression Suite","Thu Feb 12 23:21:53 UTC 2026","passed","Thu Feb 12 23:21:59 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC12: Test add product in Cart","3420","addProductInCart","Regression Suite","Thu Feb 12 23:21:34 UTC 2026","passed","Thu Feb 12 23:21:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC6: Test contact us form","2489","contactUsForm","Regression Suite","Thu Feb 12 23:21:38 UTC 2026","passed","Thu Feb 12 23:21:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC3: Test login user unsuccessfully with incorrect email and password","1220","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Thu Feb 12 23:21:50 UTC 2026","passed","Thu Feb 12 23:21:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC9: Test search product","1437","searchProduct","Regression Suite","Thu Feb 12 23:22:15 UTC 2026","passed","Thu Feb 12 23:22:17 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC5: Test register user with existing email","6492","registerUserWithExistingEmail","Regression Suite","Thu Feb 12 23:22:07 UTC 2026","passed","Thu Feb 12 23:22:14 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC10: Verify subscription in home page","383","subscriptionInHomePage","Regression Suite","Thu Feb 12 23:22:20 UTC 2026","passed","Thu Feb 12 23:22:20 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC11: Verify subscription in Cart page","828","subscriptionInCartPage","Regression Suite","Thu Feb 12 23:22:18 UTC 2026","passed","Thu Feb 12 23:22:18 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC2: Test login user successfully with correct email and password","6327","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Thu Feb 12 23:21:42 UTC 2026","passed","Thu Feb 12 23:21:49 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
