"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC4: Test logout user successfully","7939","logoutUser","Regression Suite","Fri Jan 30 23:19:05 UTC 2026","passed","Fri Jan 30 23:19:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC7: Test verify test cases page","556","verifyTestCasesPage","Regression Suite","Fri Jan 30 23:19:52 UTC 2026","passed","Fri Jan 30 23:19:53 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC1: Test register user and delete user account successfully","7018","registerAndDeleteUserAccountSuccessfully","Regression Suite","Fri Jan 30 23:19:14 UTC 2026","passed","Fri Jan 30 23:19:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC10: Verify subscription in home page","394","subscriptionInHomePage","Regression Suite","Fri Jan 30 23:19:38 UTC 2026","passed","Fri Jan 30 23:19:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC12: Test add product in Cart","4277","addProductInCart","Regression Suite","Fri Jan 30 23:18:42 UTC 2026","passed","Fri Jan 30 23:18:46 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC5: Test register user with existing email","7947","registerUserWithExistingEmail","Regression Suite","Fri Jan 30 23:19:23 UTC 2026","passed","Fri Jan 30 23:19:31 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC6: Test contact us form","3023","contactUsForm","Regression Suite","Fri Jan 30 23:18:48 UTC 2026","passed","Fri Jan 30 23:18:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC3: Test login user unsuccessfully with incorrect email and password","1697","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Fri Jan 30 23:19:02 UTC 2026","passed","Fri Jan 30 23:19:03 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC11: Verify subscription in Cart page","982","subscriptionInCartPage","Regression Suite","Fri Jan 30 23:19:35 UTC 2026","passed","Fri Jan 30 23:19:36 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC2: Test login user successfully with correct email and password","7821","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Fri Jan 30 23:18:52 UTC 2026","passed","Fri Jan 30 23:19:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC8: Test verify all products and product detail page","11345","verifyAllProductAndProductDetailPage","Regression Suite","Fri Jan 30 23:19:39 UTC 2026","broken","Fri Jan 30 23:19:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC9: Test search product","1882","searchProduct","Regression Suite","Fri Jan 30 23:19:32 UTC 2026","passed","Fri Jan 30 23:19:34 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
