"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC5: Test register user with existing email","5976","registerUserWithExistingEmail","Regression Suite","Mon Feb 16 12:43:12 UTC 2026","passed","Mon Feb 16 12:43:18 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC10: Verify subscription in home page","448","subscriptionInHomePage","Regression Suite","Mon Feb 16 12:43:25 UTC 2026","passed","Mon Feb 16 12:43:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC3: Test login user unsuccessfully with incorrect email and password","1961","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Mon Feb 16 12:42:53 UTC 2026","passed","Mon Feb 16 12:42:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC7: Test verify test cases page","892","verifyTestCasesPage","Regression Suite","Mon Feb 16 12:43:29 UTC 2026","passed","Mon Feb 16 12:43:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC2: Test login user successfully with correct email and password","7516","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Mon Feb 16 12:42:44 UTC 2026","passed","Mon Feb 16 12:42:52 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","5516","registerAndDeleteUserAccountSuccessfully","Regression Suite","Mon Feb 16 12:43:05 UTC 2026","passed","Mon Feb 16 12:43:11 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC8: Test verify all products and product detail page","1387","verifyAllProductAndProductDetailPage","Regression Suite","Mon Feb 16 12:43:27 UTC 2026","passed","Mon Feb 16 12:43:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC12: Test add product in Cart","2926","addProductInCart","Regression Suite","Mon Feb 16 12:42:35 UTC 2026","broken","Mon Feb 16 12:42:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC6: Test contact us form","3339","contactUsForm","Regression Suite","Mon Feb 16 12:42:39 UTC 2026","passed","Mon Feb 16 12:42:43 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC9: Test search product","1346","searchProduct","Regression Suite","Mon Feb 16 12:43:19 UTC 2026","passed","Mon Feb 16 12:43:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC11: Verify subscription in Cart page","1076","subscriptionInCartPage","Regression Suite","Mon Feb 16 12:43:23 UTC 2026","passed","Mon Feb 16 12:43:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC4: Test logout user successfully","7198","logoutUser","Regression Suite","Mon Feb 16 12:42:57 UTC 2026","passed","Mon Feb 16 12:43:04 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
