"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC9: Test search product","2068","searchProduct","Regression Suite","Sun Feb 08 05:58:10 UTC 2026","passed","Sun Feb 08 05:58:12 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC4: Test logout user successfully","13676","logoutUser","Regression Suite","Sun Feb 08 05:57:41 UTC 2026","broken","Sun Feb 08 05:57:54 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC12: Test add product in Cart","2940","addProductInCart","Regression Suite","Sun Feb 08 05:57:12 UTC 2026","passed","Sun Feb 08 05:57:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC11: Verify subscription in Cart page","871","subscriptionInCartPage","Regression Suite","Sun Feb 08 05:58:13 UTC 2026","passed","Sun Feb 08 05:58:14 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC7: Test verify test cases page","1049","verifyTestCasesPage","Regression Suite","Sun Feb 08 05:58:19 UTC 2026","passed","Sun Feb 08 05:58:20 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC2: Test login user successfully with correct email and password","6900","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Feb 08 05:57:30 UTC 2026","passed","Sun Feb 08 05:57:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","5268","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Feb 08 05:57:55 UTC 2026","passed","Sun Feb 08 05:58:01 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC8: Test verify all products and product detail page","1517","verifyAllProductAndProductDetailPage","Regression Suite","Sun Feb 08 05:58:17 UTC 2026","passed","Sun Feb 08 05:58:18 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC5: Test register user with existing email","6878","registerUserWithExistingEmail","Regression Suite","Sun Feb 08 05:58:02 UTC 2026","passed","Sun Feb 08 05:58:09 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC3: Test login user unsuccessfully with incorrect email and password","1435","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Feb 08 05:57:38 UTC 2026","passed","Sun Feb 08 05:57:39 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC10: Verify subscription in home page","412","subscriptionInHomePage","Regression Suite","Sun Feb 08 05:58:15 UTC 2026","passed","Sun Feb 08 05:58:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC6: Test contact us form","12810","contactUsForm","Regression Suite","Sun Feb 08 05:57:16 UTC 2026","failed","Sun Feb 08 05:57:29 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
