"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC7: Test verify test cases page","853","verifyTestCasesPage","Regression Suite","Sun Jan 18 18:13:10 UTC 2026","passed","Sun Jan 18 18:13:11 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC5: Test register user with existing email","8952","registerUserWithExistingEmail","Regression Suite","Sun Jan 18 18:12:48 UTC 2026","passed","Sun Jan 18 18:12:57 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC6: Test contact us form","2803","contactUsForm","Regression Suite","Sun Jan 18 18:12:11 UTC 2026","passed","Sun Jan 18 18:12:14 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC2: Test login user successfully with correct email and password","8640","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Jan 18 18:12:16 UTC 2026","passed","Sun Jan 18 18:12:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","7038","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Jan 18 18:12:39 UTC 2026","passed","Sun Jan 18 18:12:46 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC12: Test add product in Cart","3718","addProductInCart","Regression Suite","Sun Jan 18 18:12:06 UTC 2026","passed","Sun Jan 18 18:12:10 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC4: Test logout user successfully","8538","logoutUser","Regression Suite","Sun Jan 18 18:12:29 UTC 2026","passed","Sun Jan 18 18:12:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC10: Verify subscription in home page","501","subscriptionInHomePage","Regression Suite","Sun Jan 18 18:13:05 UTC 2026","passed","Sun Jan 18 18:13:05 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC3: Test login user unsuccessfully with incorrect email and password","1847","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Jan 18 18:12:26 UTC 2026","passed","Sun Jan 18 18:12:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC9: Test search product","2124","searchProduct","Regression Suite","Sun Jan 18 18:12:58 UTC 2026","passed","Sun Jan 18 18:13:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC8: Test verify all products and product detail page","2029","verifyAllProductAndProductDetailPage","Regression Suite","Sun Jan 18 18:13:06 UTC 2026","passed","Sun Jan 18 18:13:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC11: Verify subscription in Cart page","1132","subscriptionInCartPage","Regression Suite","Sun Jan 18 18:13:02 UTC 2026","passed","Sun Jan 18 18:13:03 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
