"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC11: Verify subscription in Cart page","1008","subscriptionInCartPage","Regression Suite","Tue Jan 27 05:22:44 UTC 2026","passed","Tue Jan 27 05:22:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC5: Test register user with existing email","7282","registerUserWithExistingEmail","Regression Suite","Tue Jan 27 05:22:33 UTC 2026","passed","Tue Jan 27 05:22:40 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC4: Test logout user successfully","7509","logoutUser","Regression Suite","Tue Jan 27 05:22:17 UTC 2026","passed","Tue Jan 27 05:22:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC7: Test verify test cases page","666","verifyTestCasesPage","Regression Suite","Tue Jan 27 05:22:51 UTC 2026","passed","Tue Jan 27 05:22:52 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC1: Test register user and delete user account successfully","6390","registerAndDeleteUserAccountSuccessfully","Regression Suite","Tue Jan 27 05:22:26 UTC 2026","passed","Tue Jan 27 05:22:32 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC9: Test search product","1425","searchProduct","Regression Suite","Tue Jan 27 05:22:42 UTC 2026","passed","Tue Jan 27 05:22:43 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC3: Test login user unsuccessfully with incorrect email and password","1625","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Tue Jan 27 05:22:14 UTC 2026","passed","Tue Jan 27 05:22:16 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC6: Test contact us form","3565","contactUsForm","Regression Suite","Tue Jan 27 05:21:50 UTC 2026","passed","Tue Jan 27 05:21:54 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC8: Test verify all products and product detail page","1626","verifyAllProductAndProductDetailPage","Regression Suite","Tue Jan 27 05:22:48 UTC 2026","passed","Tue Jan 27 05:22:50 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC2: Test login user successfully with correct email and password","17793","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Tue Jan 27 05:21:55 UTC 2026","broken","Tue Jan 27 05:22:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC12: Test add product in Cart","12368","addProductInCart","Regression Suite","Tue Jan 27 05:21:37 UTC 2026","broken","Tue Jan 27 05:21:49 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC10: Verify subscription in home page","414","subscriptionInHomePage","Regression Suite","Tue Jan 27 05:22:46 UTC 2026","passed","Tue Jan 27 05:22:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
