"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC5: Test register user with existing email","9008","registerUserWithExistingEmail","Regression Suite","Sun Jan 18 18:18:16 UTC 2026","passed","Sun Jan 18 18:18:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC1: Test register user and delete user account successfully","6471","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Jan 18 18:18:09 UTC 2026","passed","Sun Jan 18 18:18:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC8: Test verify all products and product detail page","1567","verifyAllProductAndProductDetailPage","Regression Suite","Sun Jan 18 18:18:34 UTC 2026","passed","Sun Jan 18 18:18:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC9: Test search product","1498","searchProduct","Regression Suite","Sun Jan 18 18:18:27 UTC 2026","passed","Sun Jan 18 18:18:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC2: Test login user successfully with correct email and password","9105","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Jan 18 18:17:39 UTC 2026","passed","Sun Jan 18 18:17:48 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC10: Verify subscription in home page","392","subscriptionInHomePage","Regression Suite","Sun Jan 18 18:18:32 UTC 2026","passed","Sun Jan 18 18:18:32 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC6: Test contact us form","3149","contactUsForm","Regression Suite","Sun Jan 18 18:17:34 UTC 2026","passed","Sun Jan 18 18:17:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC3: Test login user unsuccessfully with incorrect email and password","1347","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Jan 18 18:17:49 UTC 2026","passed","Sun Jan 18 18:17:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC11: Verify subscription in Cart page","1473","subscriptionInCartPage","Regression Suite","Sun Jan 18 18:18:29 UTC 2026","passed","Sun Jan 18 18:18:31 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC12: Test add product in Cart","5164","addProductInCart","Regression Suite","Sun Jan 18 18:17:27 UTC 2026","passed","Sun Jan 18 18:17:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC7: Test verify test cases page","686","verifyTestCasesPage","Regression Suite","Sun Jan 18 18:18:37 UTC 2026","passed","Sun Jan 18 18:18:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC4: Test logout user successfully","15491","logoutUser","Regression Suite","Sun Jan 18 18:17:52 UTC 2026","broken","Sun Jan 18 18:18:07 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
