"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC12: Test add product in Cart","3859","addProductInCart","Regression Suite","Sat Jan 31 12:30:04 UTC 2026","broken","Sat Jan 31 12:30:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC10: Verify subscription in home page","387","subscriptionInHomePage","Regression Suite","Sat Jan 31 12:30:59 UTC 2026","passed","Sat Jan 31 12:31:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC6: Test contact us form","3161","contactUsForm","Regression Suite","Sat Jan 31 12:30:10 UTC 2026","passed","Sat Jan 31 12:30:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC3: Test login user unsuccessfully with incorrect email and password","1790","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sat Jan 31 12:30:24 UTC 2026","passed","Sat Jan 31 12:30:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC8: Test verify all products and product detail page","1673","verifyAllProductAndProductDetailPage","Regression Suite","Sat Jan 31 12:31:01 UTC 2026","passed","Sat Jan 31 12:31:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC11: Verify subscription in Cart page","1007","subscriptionInCartPage","Regression Suite","Sat Jan 31 12:30:57 UTC 2026","passed","Sat Jan 31 12:30:58 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC7: Test verify test cases page","584","verifyTestCasesPage","Regression Suite","Sat Jan 31 12:31:04 UTC 2026","passed","Sat Jan 31 12:31:04 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC9: Test search product","1860","searchProduct","Regression Suite","Sat Jan 31 12:30:54 UTC 2026","passed","Sat Jan 31 12:30:56 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC1: Test register user and delete user account successfully","6266","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sat Jan 31 12:30:36 UTC 2026","passed","Sat Jan 31 12:30:43 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC4: Test logout user successfully","8162","logoutUser","Regression Suite","Sat Jan 31 12:30:27 UTC 2026","passed","Sat Jan 31 12:30:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC5: Test register user with existing email","8360","registerUserWithExistingEmail","Regression Suite","Sat Jan 31 12:30:44 UTC 2026","passed","Sat Jan 31 12:30:52 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC2: Test login user successfully with correct email and password","8022","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sat Jan 31 12:30:14 UTC 2026","passed","Sat Jan 31 12:30:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
