"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC2: Test login user successfully with correct email and password","6836","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Wed Mar 11 07:45:53 UTC 2026","passed","Wed Mar 11 07:46:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC7: Test verify test cases page","555","verifyTestCasesPage","Regression Suite","Wed Mar 11 07:46:42 UTC 2026","passed","Wed Mar 11 07:46:42 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC11: Verify subscription in Cart page","1057","subscriptionInCartPage","Regression Suite","Wed Mar 11 07:46:32 UTC 2026","passed","Wed Mar 11 07:46:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC6: Test contact us form","2863","contactUsForm","Regression Suite","Wed Mar 11 07:45:49 UTC 2026","passed","Wed Mar 11 07:45:52 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC10: Verify subscription in home page","398","subscriptionInHomePage","Regression Suite","Wed Mar 11 07:46:34 UTC 2026","passed","Wed Mar 11 07:46:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC5: Test register user with existing email","6800","registerUserWithExistingEmail","Regression Suite","Wed Mar 11 07:46:20 UTC 2026","passed","Wed Mar 11 07:46:27 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC4: Test logout user successfully","7269","logoutUser","Regression Suite","Wed Mar 11 07:46:04 UTC 2026","passed","Wed Mar 11 07:46:11 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC8: Test verify all products and product detail page","1633","verifyAllProductAndProductDetailPage","Regression Suite","Wed Mar 11 07:46:36 UTC 2026","passed","Wed Mar 11 07:46:38 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC9: Test search product","1752","searchProduct","Regression Suite","Wed Mar 11 07:46:29 UTC 2026","passed","Wed Mar 11 07:46:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC12: Test add product in Cart","2525","addProductInCart","Regression Suite","Wed Mar 11 07:45:45 UTC 2026","broken","Wed Mar 11 07:45:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"Verify product quantity in cart","1663","verifyProductInCart","Regression Suite","Wed Mar 11 07:46:39 UTC 2026","passed","Wed Mar 11 07:46:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyProductInCart"
"TC1: Test register user and delete user account successfully","6261","registerAndDeleteUserAccountSuccessfully","Regression Suite","Wed Mar 11 07:46:13 UTC 2026","passed","Wed Mar 11 07:46:19 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC3: Test login user unsuccessfully with incorrect email and password","1404","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Wed Mar 11 07:46:01 UTC 2026","passed","Wed Mar 11 07:46:03 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
