"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC8: Test verify all products and product detail page","1301","verifyAllProductAndProductDetailPage","Regression Suite","Tue Jan 13 08:18:05 UTC 2026","passed","Tue Jan 13 08:18:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC5: Test register user with existing email","5899","registerUserWithExistingEmail","Regression Suite","Tue Jan 13 08:17:52 UTC 2026","passed","Tue Jan 13 08:17:58 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC3: Test login user unsuccessfully with incorrect email and password","1165","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Tue Jan 13 08:17:36 UTC 2026","passed","Tue Jan 13 08:17:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC9: Test search product","1513","searchProduct","Regression Suite","Tue Jan 13 08:17:59 UTC 2026","passed","Tue Jan 13 08:18:00 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC2: Test login user successfully with correct email and password","5819","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Tue Jan 13 08:17:29 UTC 2026","passed","Tue Jan 13 08:17:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC6: Test contact us form","2785","contactUsForm","Regression Suite","Tue Jan 13 08:17:25 UTC 2026","passed","Tue Jan 13 08:17:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC10: Verify subscription in home page","445","subscriptionInHomePage","Regression Suite","Tue Jan 13 08:18:03 UTC 2026","passed","Tue Jan 13 08:18:04 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC12: Test add product in Cart","1450","addProductInCart","Regression Suite","Tue Jan 13 08:17:23 UTC 2026","broken","Tue Jan 13 08:17:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC4: Test logout user successfully","5772","logoutUser","Regression Suite","Tue Jan 13 08:17:39 UTC 2026","passed","Tue Jan 13 08:17:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC11: Verify subscription in Cart page","903","subscriptionInCartPage","Regression Suite","Tue Jan 13 08:18:01 UTC 2026","passed","Tue Jan 13 08:18:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC1: Test register user and delete user account successfully","4751","registerAndDeleteUserAccountSuccessfully","Regression Suite","Tue Jan 13 08:17:46 UTC 2026","passed","Tue Jan 13 08:17:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC7: Test verify test cases page","441","verifyTestCasesPage","Regression Suite","Tue Jan 13 08:18:07 UTC 2026","passed","Tue Jan 13 08:18:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
