"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC3: Test login user unsuccessfully with incorrect email and password","1808","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Mon Jan 26 05:29:26 UTC 2026","passed","Mon Jan 26 05:29:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC6: Test contact us form","13600","contactUsForm","Regression Suite","Mon Jan 26 05:29:02 UTC 2026","failed","Mon Jan 26 05:29:16 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC10: Verify subscription in home page","402","subscriptionInHomePage","Regression Suite","Mon Jan 26 05:30:00 UTC 2026","passed","Mon Jan 26 05:30:01 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC8: Test verify all products and product detail page","2443","verifyAllProductAndProductDetailPage","Regression Suite","Mon Jan 26 05:30:02 UTC 2026","passed","Mon Jan 26 05:30:04 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC12: Test add product in Cart","2742","addProductInCart","Regression Suite","Mon Jan 26 05:28:58 UTC 2026","broken","Mon Jan 26 05:29:01 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC5: Test register user with existing email","7035","registerUserWithExistingEmail","Regression Suite","Mon Jan 26 05:29:46 UTC 2026","passed","Mon Jan 26 05:29:53 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC2: Test login user successfully with correct email and password","7543","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Mon Jan 26 05:29:17 UTC 2026","passed","Mon Jan 26 05:29:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC9: Test search product","1642","searchProduct","Regression Suite","Mon Jan 26 05:29:55 UTC 2026","passed","Mon Jan 26 05:29:56 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC1: Test register user and delete user account successfully","6390","registerAndDeleteUserAccountSuccessfully","Regression Suite","Mon Jan 26 05:29:39 UTC 2026","passed","Mon Jan 26 05:29:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC11: Verify subscription in Cart page","1095","subscriptionInCartPage","Regression Suite","Mon Jan 26 05:29:58 UTC 2026","passed","Mon Jan 26 05:29:59 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC4: Test logout user successfully","7646","logoutUser","Regression Suite","Mon Jan 26 05:29:29 UTC 2026","passed","Mon Jan 26 05:29:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC7: Test verify test cases page","730","verifyTestCasesPage","Regression Suite","Mon Jan 26 05:30:06 UTC 2026","passed","Mon Jan 26 05:30:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
