"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC8: Test verify all products and product detail page","2374","verifyAllProductAndProductDetailPage","Regression Suite","Mon Feb 16 23:23:16 UTC 2026","passed","Mon Feb 16 23:23:19 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC4: Test logout user successfully","8331","logoutUser","Regression Suite","Mon Feb 16 23:22:39 UTC 2026","passed","Mon Feb 16 23:22:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC7: Test verify test cases page","10301","verifyTestCasesPage","Regression Suite","Mon Feb 16 23:23:19 UTC 2026","failed","Mon Feb 16 23:23:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC10: Verify subscription in home page","444","subscriptionInHomePage","Regression Suite","Mon Feb 16 23:23:15 UTC 2026","passed","Mon Feb 16 23:23:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC11: Verify subscription in Cart page","1129","subscriptionInCartPage","Regression Suite","Mon Feb 16 23:23:12 UTC 2026","passed","Mon Feb 16 23:23:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC12: Test add product in Cart","3257","addProductInCart","Regression Suite","Mon Feb 16 23:22:07 UTC 2026","passed","Mon Feb 16 23:22:10 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC6: Test contact us form","2897","contactUsForm","Regression Suite","Mon Feb 16 23:22:12 UTC 2026","passed","Mon Feb 16 23:22:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC9: Test search product","1963","searchProduct","Regression Suite","Mon Feb 16 23:23:06 UTC 2026","passed","Mon Feb 16 23:23:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC3: Test login user unsuccessfully with incorrect email and password","3006","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Mon Feb 16 23:22:34 UTC 2026","passed","Mon Feb 16 23:22:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC2: Test login user successfully with correct email and password","15892","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Mon Feb 16 23:22:17 UTC 2026","broken","Mon Feb 16 23:22:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","7659","registerAndDeleteUserAccountSuccessfully","Regression Suite","Mon Feb 16 23:22:48 UTC 2026","passed","Mon Feb 16 23:22:56 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC5: Test register user with existing email","7424","registerUserWithExistingEmail","Regression Suite","Mon Feb 16 23:22:57 UTC 2026","broken","Mon Feb 16 23:23:05 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
