"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC5: Test register user with existing email","6988","registerUserWithExistingEmail","Regression Suite","Sun Feb 15 05:52:42 UTC 2026","passed","Sun Feb 15 05:52:49 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC3: Test login user unsuccessfully with incorrect email and password","1875","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Feb 15 05:52:26 UTC 2026","passed","Sun Feb 15 05:52:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","4541","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Feb 15 05:52:37 UTC 2026","broken","Sun Feb 15 05:52:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC8: Test verify all products and product detail page","11426","verifyAllProductAndProductDetailPage","Regression Suite","Sun Feb 15 05:52:57 UTC 2026","broken","Sun Feb 15 05:53:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC6: Test contact us form","13112","contactUsForm","Regression Suite","Sun Feb 15 05:51:53 UTC 2026","failed","Sun Feb 15 05:52:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC9: Test search product","1457","searchProduct","Regression Suite","Sun Feb 15 05:52:50 UTC 2026","passed","Sun Feb 15 05:52:52 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC10: Verify subscription in home page","424","subscriptionInHomePage","Regression Suite","Sun Feb 15 05:52:55 UTC 2026","passed","Sun Feb 15 05:52:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC12: Test add product in Cart","2398","addProductInCart","Regression Suite","Sun Feb 15 05:51:49 UTC 2026","broken","Sun Feb 15 05:51:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC2: Test login user successfully with correct email and password","17399","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Feb 15 05:52:07 UTC 2026","broken","Sun Feb 15 05:52:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC7: Test verify test cases page","1017","verifyTestCasesPage","Regression Suite","Sun Feb 15 05:53:09 UTC 2026","passed","Sun Feb 15 05:53:10 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC11: Verify subscription in Cart page","895","subscriptionInCartPage","Regression Suite","Sun Feb 15 05:52:53 UTC 2026","passed","Sun Feb 15 05:52:54 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC4: Test logout user successfully","6724","logoutUser","Regression Suite","Sun Feb 15 05:52:29 UTC 2026","passed","Sun Feb 15 05:52:36 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
