"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC9: Test search product","1792","searchProduct","Regression Suite","Thu Jan 29 12:38:38 UTC 2026","passed","Thu Jan 29 12:38:40 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC10: Verify subscription in home page","394","subscriptionInHomePage","Regression Suite","Thu Jan 29 12:38:42 UTC 2026","passed","Thu Jan 29 12:38:43 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC3: Test login user unsuccessfully with incorrect email and password","1071","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Thu Jan 29 12:38:16 UTC 2026","passed","Thu Jan 29 12:38:17 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","4724","registerAndDeleteUserAccountSuccessfully","Regression Suite","Thu Jan 29 12:38:25 UTC 2026","passed","Thu Jan 29 12:38:30 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC11: Verify subscription in Cart page","825","subscriptionInCartPage","Regression Suite","Thu Jan 29 12:38:41 UTC 2026","passed","Thu Jan 29 12:38:42 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC4: Test logout user successfully","5989","logoutUser","Regression Suite","Thu Jan 29 12:38:18 UTC 2026","passed","Thu Jan 29 12:38:24 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC2: Test login user successfully with correct email and password","6475","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Thu Jan 29 12:38:08 UTC 2026","passed","Thu Jan 29 12:38:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC5: Test register user with existing email","6387","registerUserWithExistingEmail","Regression Suite","Thu Jan 29 12:38:31 UTC 2026","passed","Thu Jan 29 12:38:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC7: Test verify test cases page","421","verifyTestCasesPage","Regression Suite","Thu Jan 29 12:38:46 UTC 2026","passed","Thu Jan 29 12:38:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC12: Test add product in Cart","2929","addProductInCart","Regression Suite","Thu Jan 29 12:37:50 UTC 2026","broken","Thu Jan 29 12:37:53 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC8: Test verify all products and product detail page","1307","verifyAllProductAndProductDetailPage","Regression Suite","Thu Jan 29 12:38:44 UTC 2026","passed","Thu Jan 29 12:38:45 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC6: Test contact us form","12663","contactUsForm","Regression Suite","Thu Jan 29 12:37:55 UTC 2026","failed","Thu Jan 29 12:38:07 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
