"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC9: Test search product","1224","searchProduct","Regression Suite","Wed Feb 04 05:42:57 UTC 2026","passed","Wed Feb 04 05:42:58 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC4: Test logout user successfully","5251","logoutUser","Regression Suite","Wed Feb 04 05:42:38 UTC 2026","passed","Wed Feb 04 05:42:44 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC11: Verify subscription in Cart page","744","subscriptionInCartPage","Regression Suite","Wed Feb 04 05:42:59 UTC 2026","passed","Wed Feb 04 05:42:59 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC2: Test login user successfully with correct email and password","5612","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Wed Feb 04 05:42:29 UTC 2026","passed","Wed Feb 04 05:42:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC1: Test register user and delete user account successfully","4427","registerAndDeleteUserAccountSuccessfully","Regression Suite","Wed Feb 04 05:42:45 UTC 2026","passed","Wed Feb 04 05:42:49 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC7: Test verify test cases page","665","verifyTestCasesPage","Regression Suite","Wed Feb 04 05:43:04 UTC 2026","passed","Wed Feb 04 05:43:04 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC12: Test add product in Cart","2923","addProductInCart","Regression Suite","Wed Feb 04 05:42:22 UTC 2026","passed","Wed Feb 04 05:42:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC10: Verify subscription in home page","388","subscriptionInHomePage","Regression Suite","Wed Feb 04 05:43:00 UTC 2026","passed","Wed Feb 04 05:43:01 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC8: Test verify all products and product detail page","1139","verifyAllProductAndProductDetailPage","Regression Suite","Wed Feb 04 05:43:02 UTC 2026","passed","Wed Feb 04 05:43:03 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC5: Test register user with existing email","5459","registerUserWithExistingEmail","Regression Suite","Wed Feb 04 05:42:50 UTC 2026","passed","Wed Feb 04 05:42:56 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC6: Test contact us form","2573","contactUsForm","Regression Suite","Wed Feb 04 05:42:26 UTC 2026","passed","Wed Feb 04 05:42:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC3: Test login user unsuccessfully with incorrect email and password","1400","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Wed Feb 04 05:42:36 UTC 2026","passed","Wed Feb 04 05:42:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
