"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test register user with existing email","15616","testRegisterUserWithExistingEmail","Regression Suite","Thu Jan 08 16:44:02 UTC 2026","broken","Thu Jan 08 16:44:18 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testRegisterUserWithExistingEmail"
"Test register user and delete user account successfully","5472","testRegisterAndDeleteUserAccountSuccessfully","Regression Suite","Thu Jan 08 16:43:56 UTC 2026","passed","Thu Jan 08 16:44:01 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testRegisterAndDeleteUserAccountSuccessfully"
"Test logout user successfully","6896","testLogoutUser","Regression Suite","Thu Jan 08 16:43:48 UTC 2026","passed","Thu Jan 08 16:43:54 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testLogoutUser"
"Test login user successfully with correct email and password","7216","testLoginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Thu Jan 08 16:43:36 UTC 2026","passed","Thu Jan 08 16:43:44 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testLoginSuccessfullyWithCorrectEmailAndPassword"
"Test verify test cases page","779","testVerifyTestCasesPage","Regression Suite","Thu Jan 08 16:44:27 UTC 2026","passed","Thu Jan 08 16:44:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testVerifyTestCasesPage"
"Verify subscription in home page","368","testSubcription","Regression Suite","Thu Jan 08 16:44:23 UTC 2026","passed","Thu Jan 08 16:44:23 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testSubcription"
"Test login user unsuccessfully with incorrect email and password","1301","testLoginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Thu Jan 08 16:43:45 UTC 2026","passed","Thu Jan 08 16:43:46 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testLoginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"Test search product","1740","testSearchProduct","Regression Suite","Thu Jan 08 16:44:19 UTC 2026","passed","Thu Jan 08 16:44:21 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testSearchProduct"
"Test verify all products and product detail page","1540","testVerifyAllProductAndProductDetailPage","Regression Suite","Thu Jan 08 16:44:24 UTC 2026","passed","Thu Jan 08 16:44:26 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testVerifyAllProductAndProductDetailPage"
"Test contact us form","4860","testContactUsForm","Regression Suite","Thu Jan 08 16:43:30 UTC 2026","passed","Thu Jan 08 16:43:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","testContactUsForm"
