"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC1: Test register user and delete user account successfully","5421","registerAndDeleteUserAccountSuccessfully","Regression Suite","Fri Jan 23 12:31:42 UTC 2026","passed","Fri Jan 23 12:31:48 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC10: Verify subscription in home page","397","subscriptionInHomePage","Regression Suite","Fri Jan 23 12:32:03 UTC 2026","passed","Fri Jan 23 12:32:03 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC6: Test contact us form","2991","contactUsForm","Regression Suite","Fri Jan 23 12:31:09 UTC 2026","passed","Fri Jan 23 12:31:12 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC7: Test verify test cases page","777","verifyTestCasesPage","Regression Suite","Fri Jan 23 12:32:07 UTC 2026","passed","Fri Jan 23 12:32:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC11: Verify subscription in Cart page","849","subscriptionInCartPage","Regression Suite","Fri Jan 23 12:32:01 UTC 2026","passed","Fri Jan 23 12:32:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC12: Test add product in Cart","4074","addProductInCart","Regression Suite","Fri Jan 23 12:31:04 UTC 2026","passed","Fri Jan 23 12:31:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC4: Test logout user successfully","14697","logoutUser","Regression Suite","Fri Jan 23 12:31:26 UTC 2026","broken","Fri Jan 23 12:31:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC2: Test login user successfully with correct email and password","8466","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Fri Jan 23 12:31:14 UTC 2026","passed","Fri Jan 23 12:31:22 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC3: Test login user unsuccessfully with incorrect email and password","1275","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Fri Jan 23 12:31:24 UTC 2026","passed","Fri Jan 23 12:31:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC9: Test search product","1699","searchProduct","Regression Suite","Fri Jan 23 12:31:58 UTC 2026","passed","Fri Jan 23 12:31:59 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC5: Test register user with existing email","7138","registerUserWithExistingEmail","Regression Suite","Fri Jan 23 12:31:49 UTC 2026","passed","Fri Jan 23 12:31:56 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC8: Test verify all products and product detail page","1988","verifyAllProductAndProductDetailPage","Regression Suite","Fri Jan 23 12:32:04 UTC 2026","passed","Fri Jan 23 12:32:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
