"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC5: Test register user with existing email","5707","registerUserWithExistingEmail","Regression Suite","Thu Feb 05 23:18:42 UTC 2026","passed","Thu Feb 05 23:18:47 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC9: Test search product","1306","searchProduct","Regression Suite","Thu Feb 05 23:18:48 UTC 2026","passed","Thu Feb 05 23:18:50 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC12: Test add product in Cart","2843","addProductInCart","Regression Suite","Thu Feb 05 23:18:12 UTC 2026","passed","Thu Feb 05 23:18:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC8: Test verify all products and product detail page","1391","verifyAllProductAndProductDetailPage","Regression Suite","Thu Feb 05 23:18:54 UTC 2026","passed","Thu Feb 05 23:18:55 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC6: Test contact us form","2440","contactUsForm","Regression Suite","Thu Feb 05 23:18:16 UTC 2026","passed","Thu Feb 05 23:18:18 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC4: Test logout user successfully","5794","logoutUser","Regression Suite","Thu Feb 05 23:18:29 UTC 2026","passed","Thu Feb 05 23:18:35 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC1: Test register user and delete user account successfully","4951","registerAndDeleteUserAccountSuccessfully","Regression Suite","Thu Feb 05 23:18:36 UTC 2026","passed","Thu Feb 05 23:18:41 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC11: Verify subscription in Cart page","824","subscriptionInCartPage","Regression Suite","Thu Feb 05 23:18:51 UTC 2026","passed","Thu Feb 05 23:18:51 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC7: Test verify test cases page","546","verifyTestCasesPage","Regression Suite","Thu Feb 05 23:18:57 UTC 2026","passed","Thu Feb 05 23:18:57 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC10: Verify subscription in home page","402","subscriptionInHomePage","Regression Suite","Thu Feb 05 23:18:52 UTC 2026","passed","Thu Feb 05 23:18:53 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC2: Test login user successfully with correct email and password","5881","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Thu Feb 05 23:18:19 UTC 2026","passed","Thu Feb 05 23:18:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC3: Test login user unsuccessfully with incorrect email and password","1425","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Thu Feb 05 23:18:26 UTC 2026","passed","Thu Feb 05 23:18:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
