"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC5: Test register user with existing email","7630","registerUserWithExistingEmail","Regression Suite","Mon Feb 02 05:59:54 UTC 2026","passed","Mon Feb 02 06:00:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC10: Verify subscription in home page","391","subscriptionInHomePage","Regression Suite","Mon Feb 02 06:00:09 UTC 2026","passed","Mon Feb 02 06:00:10 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC9: Test search product","2107","searchProduct","Regression Suite","Mon Feb 02 06:00:03 UTC 2026","passed","Mon Feb 02 06:00:06 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC11: Verify subscription in Cart page","1078","subscriptionInCartPage","Regression Suite","Mon Feb 02 06:00:07 UTC 2026","passed","Mon Feb 02 06:00:08 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC6: Test contact us form","13024","contactUsForm","Regression Suite","Mon Feb 02 05:59:04 UTC 2026","failed","Mon Feb 02 05:59:17 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC1: Test register user and delete user account successfully","15617","registerAndDeleteUserAccountSuccessfully","Regression Suite","Mon Feb 02 05:59:38 UTC 2026","broken","Mon Feb 02 05:59:53 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC7: Test verify test cases page","1209","verifyTestCasesPage","Regression Suite","Mon Feb 02 06:00:14 UTC 2026","passed","Mon Feb 02 06:00:15 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC8: Test verify all products and product detail page","1756","verifyAllProductAndProductDetailPage","Regression Suite","Mon Feb 02 06:00:11 UTC 2026","passed","Mon Feb 02 06:00:13 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC3: Test login user unsuccessfully with incorrect email and password","1473","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Mon Feb 02 05:59:27 UTC 2026","passed","Mon Feb 02 05:59:28 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC4: Test logout user successfully","6805","logoutUser","Regression Suite","Mon Feb 02 05:59:29 UTC 2026","passed","Mon Feb 02 05:59:36 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC2: Test login user successfully with correct email and password","7515","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Mon Feb 02 05:59:18 UTC 2026","passed","Mon Feb 02 05:59:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
"TC12: Test add product in Cart","2102","addProductInCart","Regression Suite","Mon Feb 02 05:59:00 UTC 2026","broken","Mon Feb 02 05:59:02 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
