"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC8: Test verify all products and product detail page","2239","verifyAllProductAndProductDetailPage","Regression Suite","Sun Jan 18 23:14:35 UTC 2026","passed","Sun Jan 18 23:14:37 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyAllProductAndProductDetailPage"
"TC6: Test contact us form","3120","contactUsForm","Regression Suite","Sun Jan 18 23:13:41 UTC 2026","passed","Sun Jan 18 23:13:44 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","contactUsForm"
"TC5: Test register user with existing email","7977","registerUserWithExistingEmail","Regression Suite","Sun Jan 18 23:14:17 UTC 2026","passed","Sun Jan 18 23:14:25 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerUserWithExistingEmail"
"TC1: Test register user and delete user account successfully","6894","registerAndDeleteUserAccountSuccessfully","Regression Suite","Sun Jan 18 23:14:09 UTC 2026","passed","Sun Jan 18 23:14:16 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","registerAndDeleteUserAccountSuccessfully"
"TC7: Test verify test cases page","714","verifyTestCasesPage","Regression Suite","Sun Jan 18 23:14:38 UTC 2026","passed","Sun Jan 18 23:14:39 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","verifyTestCasesPage"
"TC12: Test add product in Cart","4498","addProductInCart","Regression Suite","Sun Jan 18 23:13:35 UTC 2026","passed","Sun Jan 18 23:13:40 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","addProductInCart"
"TC4: Test logout user successfully","8562","logoutUser","Regression Suite","Sun Jan 18 23:13:59 UTC 2026","passed","Sun Jan 18 23:14:07 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","logoutUser"
"TC10: Verify subscription in home page","394","subscriptionInHomePage","Regression Suite","Sun Jan 18 23:14:33 UTC 2026","passed","Sun Jan 18 23:14:33 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInHomePage"
"TC9: Test search product","1995","searchProduct","Regression Suite","Sun Jan 18 23:14:27 UTC 2026","passed","Sun Jan 18 23:14:29 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","searchProduct"
"TC11: Verify subscription in Cart page","1056","subscriptionInCartPage","Regression Suite","Sun Jan 18 23:14:30 UTC 2026","passed","Sun Jan 18 23:14:31 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","subscriptionInCartPage"
"TC3: Test login user unsuccessfully with incorrect email and password","1712","loginUserUnsuccessfullyWithIncorrectEmailAndPassword","Regression Suite","Sun Jan 18 23:13:56 UTC 2026","passed","Sun Jan 18 23:13:57 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginUserUnsuccessfullyWithIncorrectEmailAndPassword"
"TC2: Test login user successfully with correct email and password","8128","loginSuccessfullyWithCorrectEmailAndPassword","Regression Suite","Sun Jan 18 23:13:46 UTC 2026","passed","Sun Jan 18 23:13:54 UTC 2026","com.huy.automationexercise.tests.TestCases","TestCases","com.huy.automationexercise.tests.TestCases","loginSuccessfullyWithCorrectEmailAndPassword"
